seed,episode,reward,episode_length,loss,eval_success_rate,algorithm,learning_rate,gamma
3,1,-15.65000057220459,40,0.0,-1.0,DQN,0.1,0.99
3,2,-5.900000095367432,40,0.0,-1.0,DQN,0.1,0.99
3,3,-4.100000381469727,40,0.17539089918136597,-1.0,DQN,0.1,0.99
3,4,-6.65000057220459,40,0.08985809236764908,-1.0,DQN,0.1,0.99
3,5,-4.849999904632568,40,0.08305362612009048,-1.0,DQN,0.1,0.99
3,6,-5.600000381469727,40,0.10828538239002228,-1.0,DQN,0.1,0.99
3,7,4.149999618530273,22,0.05680437758564949,-1.0,DQN,0.1,0.99
3,8,-4.100000381469727,40,0.0984552800655365,-1.0,DQN,0.1,0.99
3,9,-4.550000190734863,40,0.9235490560531616,-1.0,DQN,0.1,0.99
3,10,8.15000057220459,17,0.04965696111321449,-1.0,DQN,0.1,0.99
3,11,-5.0,40,0.8777226209640503,-1.0,DQN,0.1,0.99
3,12,-5.150000095367432,40,0.8457402586936951,-1.0,DQN,0.1,0.99
3,13,-5.449999809265137,40,0.06977444887161255,-1.0,DQN,0.1,0.99
3,14,-6.499999523162842,40,0.08795652538537979,-1.0,DQN,0.1,0.99
3,15,8.649999618530273,16,0.10550495982170105,-1.0,DQN,0.1,0.99
3,16,-3.5,40,0.06384149193763733,-1.0,DQN,0.1,0.99
3,17,7.849999904632568,23,0.04235481843352318,-1.0,DQN,0.1,0.99
3,18,2.0500001907348633,40,0.06263837218284607,-1.0,DQN,0.1,0.99
3,19,5.700000286102295,21,0.790539562702179,-1.0,DQN,0.1,0.99
3,20,7.849998950958252,29,2.197787284851074,-1.0,DQN,0.1,0.99
3,21,-8.75,40,1.6753238439559937,-1.0,DQN,0.1,0.99
3,22,7.650001049041748,24,1.3611711263656616,-1.0,DQN,0.1,0.99
3,23,1.8499996662139893,38,0.23351415991783142,-1.0,DQN,0.1,0.99
3,24,-4.550000190734863,40,1.5417028665542603,-1.0,DQN,0.1,0.99
3,25,-5.0,40,1.2776089906692505,-1.0,DQN,0.1,0.99
3,26,-6.5,40,0.7999268174171448,-1.0,DQN,0.1,0.99
3,27,-4.399999618530273,40,0.17294970154762268,-1.0,DQN,0.1,0.99
3,28,7.099999904632568,14,0.6700503826141357,-1.0,DQN,0.1,0.99
3,29,-4.699999809265137,40,2.569756269454956,-1.0,DQN,0.1,0.99
3,30,5.5,28,2.494164228439331,-1.0,DQN,0.1,0.99
3,31,-4.850000381469727,40,2.4515528678894043,-1.0,DQN,0.1,0.99
3,32,-5.600000381469727,40,0.7625947594642639,-1.0,DQN,0.1,0.99
3,33,-5.300000190734863,40,0.6210641264915466,-1.0,DQN,0.1,0.99
3,34,9.25,10,0.6188359260559082,-1.0,DQN,0.1,0.99
3,35,6.5,14,0.8354544043540955,-1.0,DQN,0.1,0.99
3,36,-7.400000095367432,40,0.5006073117256165,-1.0,DQN,0.1,0.99
3,37,-4.550000190734863,40,1.0948768854141235,-1.0,DQN,0.1,0.99
3,38,-5.750000476837158,40,0.6655982136726379,-1.0,DQN,0.1,0.99
3,39,-2.5000009536743164,32,0.4432792067527771,-1.0,DQN,0.1,0.99
3,40,-6.050000190734863,40,0.8842761516571045,-1.0,DQN,0.1,0.99
3,41,-3.950000047683716,40,2.968768358230591,-1.0,DQN,0.1,0.99
3,42,3.749999761581421,30,1.4434504508972168,-1.0,DQN,0.1,0.99
3,43,9.149999618530273,12,1.536879301071167,-1.0,DQN,0.1,0.99
3,44,-3.950000286102295,40,0.9504984617233276,-1.0,DQN,0.1,0.99
3,45,5.649999618530273,31,1.2562823295593262,-1.0,DQN,0.1,0.99
3,46,6.25,31,1.2560911178588867,-1.0,DQN,0.1,0.99
3,47,6.0,18,1.1017242670059204,-1.0,DQN,0.1,0.99
3,48,-3.3499999046325684,40,0.36919716000556946,-1.0,DQN,0.1,0.99
3,49,-4.550000190734863,40,0.8416461944580078,-1.0,DQN,0.1,0.99
3,50,-3.6500000953674316,40,1.2917605638504028,-1.0,DQN,0.1,0.99
3,51,9.049999237060547,17,1.9047701358795166,-1.0,DQN,0.1,0.99
3,52,-6.200000286102295,40,2.016655921936035,-1.0,DQN,0.1,0.99
3,53,-4.550000190734863,40,1.655239462852478,-1.0,DQN,0.1,0.99
3,54,6.949999809265137,26,1.0150340795516968,-1.0,DQN,0.1,0.99
3,55,4.700000286102295,29,1.3591123819351196,-1.0,DQN,0.1,0.99
3,56,-11.450000762939453,40,1.2693331241607666,-1.0,DQN,0.1,0.99
3,57,3.4000000953674316,34,0.9936404824256897,-1.0,DQN,0.1,0.99
3,58,-5.150000095367432,40,1.1078789234161377,-1.0,DQN,0.1,0.99
3,59,-1.6500005722045898,36,1.1976515054702759,-1.0,DQN,0.1,0.99
3,60,-3.799999952316284,40,1.1438709497451782,-1.0,DQN,0.1,0.99
3,61,4.05000114440918,39,1.0065889358520508,-1.0,DQN,0.1,0.99
3,62,-5.0,40,0.7922561168670654,-1.0,DQN,0.1,0.99
3,63,-12.800000190734863,40,1.0365571975708008,-1.0,DQN,0.1,0.99
3,64,-5.150000095367432,40,1.255306363105774,-1.0,DQN,0.1,0.99
